cluster,keyword,volume,kd,cpc_usd,traffic_potential,intent_bucket,ahrefs_intents,serp_features,growth_12mo,opportunity,parent_keyword
Brand 'is X halal' checks,is sushi tei halal,80,52,0.00,8600,Informational,"Informational,Branded,Non-local",People also ask,0.0,191.6,sushi tei
Brand 'is X halal' checks,is yakiniku like halal,80,5,0.00,2500,Commercial,"Informational,Commercial,Branded,Non-local","Local pack,People also ask,Video preview,Sitelinks",0.0,295.9,yakiniku like
Brand 'is X halal' checks,toast box halal,80,0,0.30,10,Commercial,"Informational,Commercial,Branded,Local","Image pack,People also ask,Local pack,Video preview,Thumbnail,Sitelinks",0.0,195.4,toast box halal
Brand 'is X halal' checks,is baker's brew halal,80,0,0.25,100,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask",0.0,195.4,is baker's brew halal
Brand 'is X halal' checks,is merci chocolate halal,80,0,0.00,70,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask",0.0,195.4,is merci chocolate halal
Brand 'is X halal' checks,breadtalk halal or not,80,0,0.00,100,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Sitelinks",0.0,195.4,is breadtalk halal
Brand 'is X halal' checks,is stamford catering halal,80,0,0.00,5500,Transactional/Local,"Informational,Commercial,Branded,Non-local","Sitelinks,People also ask,Video preview",0.0,344.1,stamford catering
Brand 'is X halal' checks,is paul singapore halal,80,0,0.00,0,Informational,,,0.0,195.4,
Brand 'is X halal' checks,is shihlin halal,80,0,0.00,0,Informational,,,0.0,195.4,
Brand 'is X halal' checks,is elijah pies halal,80,0,0.00,0,Informational,,,0.0,195.4,
Brand 'is X halal' checks,is monster halal,80,0,0.00,40,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask,Discussions,Video preview",0.0,195.4,is monster halal
Brand 'is X halal' checks,is koi halal in singapore,80,0,0.00,0,Informational,"Informational,Branded,Non-local","People also ask,Video preview,Sitelinks",0.0,195.4,koi halal
Brand 'is X halal' checks,is monster planet halal,80,1,0.00,1100,Commercial,"Informational,Commercial,Branded,Non-local","Sitelinks,Knowledge panel,People also ask",0.0,272.3,monster planet jem
Brand 'is X halal' checks,pastamania halal,80,4,0.25,3000,Commercial,"Informational,Commercial,Branded,Non-local",People also ask,0.0,306.3,pastamania menu
Brand 'is X halal' checks,is kfc halal in singapore,80,0,0.00,30,Informational,"Informational,Branded,Non-local","People also ask,Sitelinks,Discussions",0.0,195.4,is kfc halal in singapore
Brand 'is X halal' checks,is dabba street halal,80,0,0.00,0,Informational,,,0.0,195.4,
Brand 'is X halal' checks,is sour patch kids halal,80,0,0.00,0,Informational,,,0.0,195.4,
Brand 'is X halal' checks,is sides halal,80,0,0.00,0,Informational,,,0.0,195.4,
Brand 'is X halal' checks,is chocolate origin halal,80,4,0.00,4500,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask",0.0,323.2,chocolate origin
Brand 'is X halal' checks,each a cup halal,80,0,0.00,80,Commercial,"Informational,Commercial,Branded,Local",People also ask,0.0,195.4,is each a cup halal
Brand 'is X halal' checks,is genki halal,80,0,0.00,250,Commercial,"Informational,Commercial,Branded,Local",People also ask,0.0,213.0,is genki sushi halal
Brand 'is X halal' checks,is pocha halal,80,1,0.00,4500,Informational,"Informational,Non-branded,Non-local","Video preview,People also ask,Local pack",0.0,332.4,pocha
Brand 'is X halal' checks,mos burger halal singapore,80,0,0.00,8400,Commercial,"Informational,Commercial,Branded,Local","Sitelinks,People also ask,Local pack,Video preview",0.0,362.4,mos burger
Brand 'is X halal' checks,is cadbury chocolate halal,80,0,0.00,0,Informational,,,0.0,195.4,
Brand 'is X halal' checks,is vegetarian halal,80,0,0.00,0,Informational,"Informational,Non-branded,Non-local","Featured snippet,People also ask",0.0,195.4,is vegetarian halal
Brand 'is X halal' checks,is mixue halal in singapore,80,0,0.00,30,Informational,"Informational,Branded,Non-local","People also ask,Sitelinks",0.0,195.4,mixue halal singapore
Brand 'is X halal' checks,is monster energy halal,80,0,0.00,50,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview,Discussions",0.0,195.4,is monster energy halal
Brand 'is X halal' checks,is ps cafe halal,80,0,0.00,40,Informational,"Informational,Branded,Local","AI Overview,Thumbnail,People also ask",0.0,195.4,ps cafe halal
Brand 'is X halal' checks,is acai affair halal,80,3,0.00,30,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask",0.0,190.1,is acai affair halal
Brand 'is X halal' checks,playmade halal,80,3,0.00,4800,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,People also ask",0.0,329.0,playmade
Brand 'is X halal' checks,is nerds halal,80,0,0.00,10,Informational,"Informational,Branded,Non-local","People also ask,Video preview,Sitelinks",0.0,195.4,is nerds halal
Brand 'is X halal' checks,awfully chocolate halal or not,70,0,0.00,0,Other,,,0.0,190.3,
Brand 'is X halal' checks,is ikea food halal,70,0,0.20,11000,Informational,"Informational,Branded,Non-local","Sitelinks,People also ask,Video preview",0.0,374.1,ikea tampines
Brand 'is X halal' checks,is orange clove halal,70,6,0.00,1500,Informational,"Informational,Branded,Non-local","People also ask,Video preview",0.0,272.4,halal catering
Brand 'is X halal' checks,is frog halal,70,0,0.00,10,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Sitelinks",0.0,190.3,is frog halal
Brand 'is X halal' checks,is four leaves cake halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,is pastamania halal,70,0,0.15,1300,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,Sitelinks,People also ask,Local pack,Bottom ads",0.0,282.0,pastamania menu
Brand 'is X halal' checks,is astons halal,70,26,0.00,2200,Informational,"Informational,Branded,Local","AI Overview,Thumbnail,Local pack,People also ask,Discussions",0.0,232.6,andes
Brand 'is X halal' checks,is mirin halal,70,0,0.00,10,Informational,"Informational,Non-branded,Non-local","People also ask,Discussions",0.0,190.3,is mirin halal
Brand 'is X halal' checks,is jumbo seafood halal,70,1,0.00,1400,Informational,"Informational,Branded,Non-local","AI Overview,People also ask,Discussions,Video preview,Knowledge panel",0.0,282.5,mutiara seafood
Brand 'is X halal' checks,is starbucks singapore halal,70,1,0.00,150,Informational,"Informational,Branded,Local","People also ask,Sitelinks,Video preview",0.0,191.2,is starbucks singapore halal
Brand 'is X halal' checks,is pasta express halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,is shark halal,70,0,0.00,30,Informational,"Informational,Non-branded,Non-local","People also ask,Discussions,Sitelinks,Video preview",0.0,190.3,is shark halal
Brand 'is X halal' checks,is shin ramyun halal,70,0,0.01,50,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview,Discussions",0.0,190.3,shin ramyun halal
Brand 'is X halal' checks,is pocky halal,70,0,0.00,30,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask",0.0,190.3,is pocky halal
Brand 'is X halal' checks,is kangaroo meat halal,70,0,0.00,10,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Discussions,Video preview",0.0,190.3,is kangaroo meat halal
Brand 'is X halal' checks,is ok chicken rice halal,70,0,0.00,500,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask,Discussions,Local pack",0.0,241.5,ok chicken rice
Brand 'is X halal' checks,is ichiban boshi halal,70,0,0.00,30,Informational,"Informational,Branded,Local","People also ask,Knowledge panel",0.0,190.3,is ichiban sushi halal
Brand 'is X halal' checks,is chick fil a singapore halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,is bakery cuisine halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,is ikea singapore halal,70,0,0.15,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,koi halal,70,0,0.00,250,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,Image pack,People also ask,Video preview,Sitelinks,Discussions",0.0,213.0,is koi halal
Brand 'is X halal' checks,is beef gelatin halal,70,0,0.00,20,Informational,"Informational,Non-branded,Non-local","People also ask,Discussions,Sitelinks",0.0,190.3,beef gelatin halal
Brand 'is X halal' checks,is heybo halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,is 12 cupcakes halal,70,0,0.40,100,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask",0.0,190.3,twelve cupcakes halal
Brand 'is X halal' checks,is hot hideout halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,paris baguette halal singapore,70,0,0.00,1100,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask,Knowledge panel,Sitelinks",0.0,274.8,paris baguette halal
Brand 'is X halal' checks,is chick-fil-a halal singapore,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,oriental kopi singapore is it halal,70,0,0.00,0,Other,,,0.0,190.3,
Brand 'is X halal' checks,is venchi halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,is ashes burnnit halal,70,0,0.00,100,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Local pack,Video preview",0.0,190.3,ashes burnnit
Brand 'is X halal' checks,is hei sushi halal,70,0,0.00,40,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask,Discussions",0.0,190.3,hei sushi halal
Brand 'is X halal' checks,is supergreen halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,is koma halal,70,1,0.15,2500,Informational,"Informational,Branded,Local","AI Overview,Thumbnail,People also ask,Knowledge panel,Video preview",0.0,307.2,koma singapore
Brand 'is X halal' checks,is lime restaurant halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,haidilao halal,70,0,0.00,80,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,People also ask,Image pack",0.0,190.3,halal haidilao
Brand 'is X halal' checks,is lotteria singapore halal,70,0,0.00,0,Informational,,,0.0,190.3,
Brand 'is X halal' checks,is subway halal in singapore,70,0,0.20,20,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask,Discussions,Video preview,Knowledge panel",0.0,190.3,subway halal singapore
Brand 'is X halal' checks,is honey halal,70,0,0.50,10,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",0.0,190.3,is honey halal
Brand 'is X halal' checks,is i love taimei halal,70,0,0.00,30,Informational,"Informational,Branded,Non-local","People also ask,Image pack",0.0,190.3,is i love taimei halal
Brand 'is X halal' checks,is us pizza halal,60,0,0.00,0,Informational,,,0.0,184.5,
Brand 'is X halal' checks,is abalone halal,60,0,0.00,0,Informational,,,0.0,184.5,
Brand 'is X halal' checks,is dropshipping halal,60,0,0.00,20,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",0.0,184.5,is dropshipping halal
Brand 'is X halal' checks,is yoshinoya singapore halal,60,0,0.00,0,Informational,,,0.0,184.5,
Brand 'is X halal' checks,is neo garden catering halal,60,0,0.00,0,Transactional/Local,,,0.0,184.5,
Brand 'is X halal' checks,is tic tac halal,60,0,0.00,10,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask,Sitelinks",0.0,184.5,is tic tac halal
Brand 'is X halal' checks,is itea halal in singapore,60,0,0.00,0,Informational,,,0.0,184.5,
Brand 'is X halal' checks,fish and co halal,60,1,1.70,5400,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask",0.0,340.2,fish and co
Brand 'is X halal' checks,is beef halal,60,27,0.00,60,Informational,"Informational,Non-branded,Non-local","People also ask,Discussions",0.0,139.2,what is halal food
Brand 'is X halal' checks,is sushi go halal,60,1,0.00,500,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",0.0,239.3,sushi go
Brand 'is X halal' checks,is tim hortons singapore halal,60,0,0.00,0,Informational,,,0.0,184.5,
Brand 'is X halal' checks,is cedele halal certified,60,0,0.00,0,Informational,,,0.0,184.5,
Brand 'is X halal' checks,is crypto halal,60,0,0.00,0,Informational,,,0.0,184.5,
Brand 'is X halal' checks,is vegan halal,60,0,0.00,30,Informational,"Informational,Non-branded,Non-local","People also ask,Sitelinks",0.0,184.5,is vegan halal
Brand 'is X halal' checks,awfully chocolate halal?,60,0,0.00,0,Other,,,0.0,184.5,
Brand 'is X halal' checks,is edith patisserie halal,60,0,0.00,60,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Knowledge panel",0.0,184.5,edith patisserie halal
Brand 'is X halal' checks,starbucks halal singapore,60,0,0.00,100,Informational,"Informational,Branded,Non-local","People also ask,Sitelinks",0.0,184.5,starbucks halal
Brand 'is X halal' checks,is oreo halal,60,0,0.00,20,Informational,"Informational,Branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",0.0,184.5,is oreo halal
Brand 'is X halal' checks,is jollibee singapore halal,60,0,0.00,0,Informational,"Informational,Branded,Local",,0.0,184.5,
Brand 'is X halal' checks,paris baguette halal?,60,0,0.00,1100,Informational,"Informational,Branded,Local","AI Overview,Thumbnail,People also ask,Discussions",0.0,274.8,paris baguette halal
Brand 'is X halal' checks,is latiao halal,60,0,0.00,0,Informational,,,0.0,184.5,
Brand 'is X halal' checks,is bacha coffee halal,60,0,0.00,40,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask",0.0,184.5,is bacha coffee halal
Brand 'is X halal' checks,is snickers halal,60,0,0.00,10,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Discussions",0.0,184.5,is snickers halal
Brand 'is X halal' checks,is jack place halal,60,20,0.00,100,Informational,"Informational,Branded,Local","Local pack,People also ask",0.0,151.0,jack place halal
Brand 'is X halal' checks,is guzman y gomez halal singapore,60,1,0.00,14000,Informational,"Informational,Branded,Non-local","People also ask,Knowledge panel,Video preview",0.0,381.1,guzman y gomez
Brand 'is X halal' checks,is doritos halal,60,0,0.00,10,Informational,"Informational,Branded,Non-local","People also ask,Video preview,Discussions",0.0,184.5,is doritos halal
Brand 'is X halal' checks,is grain catering halal,60,0,0.00,0,Transactional/Local,,,0.0,184.5,
Brand 'is X halal' checks,is chagee singapore halal,60,0,0.00,0,Informational,,,0.0,184.5,
Brand 'is X halal' checks,is spirit vinegar halal,60,0,0.00,30,Informational,"Informational,Non-branded,Non-local","People also ask,Sitelinks,Discussions",0.0,184.5,spirit vinegar halal
Brand 'is X halal' checks,is beard papa halal,60,2,0.00,400,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,People also ask",0.0,228.0,beard papa
Brand 'is X halal' checks,is chupa chups halal,60,0,0.00,50,Informational,"Informational,Branded,Non-local","People also ask,Discussions,Sitelinks",0.0,184.5,chupa chups
Brand 'is X halal' checks,is tori q halal,60,0,0.00,30,Informational,"Informational,Branded,Local","AI Overview,Thumbnail,People also ask,Knowledge panel",0.0,184.5,is tori q halal
Brand 'is X halal' checks,is cheetos halal in singapore,60,0,0.00,30,Informational,"Informational,Branded,Non-local","People also ask,Discussions",0.0,184.5,is cheetos halal in singapore
